ResultsVersion,ResultsDate,Company,Location,Position,PostingDate,FullDetailsURL,AllQualifications,Applicants,Employment type,Industries,Job function,Seniority level
1,06/09/2021 14h,Michael Page,"Lisbon, Lisbon, Portugal",Data Engineer - m/f,2021-08-04,https://linkedin.com/jobs/view/data-engineer-m-f-at-michael-page-2701133394,"['Our client is a leading company on its sector', 'Data Engineer with AWS experience', 'Create and maintain optimal data pipeline architecture', 'Assemble large, complex data sets that meet functional / non-functional business requirements', ""Build the infrastructure required for optimal extraction, transformation and loading of data from a wide variety of data sources using SQL and AWS 'big data' technologies"", 'Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs', 'Create data tools for analytics and data scientist team members that assist them in building and optimizing the product into an innovative industry leader', '3+ years extensive experience of building big data pipelines with Apache Spark (preferably with PySpark) - real-time and batch processing', '3+ years of running and optimizing Spark data pipelines on either Amazon Web Services (AWS), Microsoft Azure or Google Cloud Platform (GCP)', ""3+ years' experience of interacting with big data and cloud data stores, both SQL and NoSQL such as Hive, Presto, Big Query, AWS Athena, AWS Redshift or related big data store systems"", ""3+ years' experience of python"", 'Experience building large scale distributed systems or applications', 'Strong data modeling skills (NoSQL & RDBMS)', 'Strong experience with Unix environments', 'Experience with streaming event systems like Kafka and Kinesis', 'Good knowledge of Design Patterns', 'Experience with Unix Shell scripting', 'Experience with Docker and Kubernetes', 'Experience with Continuous Integration, QA and Stress Testing', 'Experience with configuration management tools like Puppet, Chef, Ansible and Saltstack', 'Good knowledge of Agile development methodology']",Be among the first 25 applicants,Full-time,"Events Services, Financial Services, and Facilities Services",Information Technology,Entry level
1,06/09/2021 14h,Reloading,"Lisbon, Lisbon, Portugal",BI Consultant,2021-08-17,https://linkedin.com/jobs/view/bi-consultant-at-reloading-2687744225,['Principais certificações da Reloading:'],Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Management Consulting",Information Technology,Associate
1,06/09/2021 14h,Reloading,"Lisbon, Lisbon, Portugal",BI Consultant (m/f),2021-08-18,https://linkedin.com/jobs/view/bi-consultant-m-f-at-reloading-2684831389,['Principais certificações da Reloading:'],Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Computer & Network Security",Information Technology,Associate
1,06/09/2021 14h,McKinsey & Company,"Lisbon, Lisbon, Portugal",Recruiter - Digital & Analytics,2021-08-16,https://linkedin.com/jobs/view/recruiter-digital-analytics-at-mckinsey-company-2686379147,"[""Bachelor's degree"", '3+ years of progressive experience in experienced hire recruiting including direct sourcing ideally within the digital space (across attraction, sourcing and selection of talent)', 'Strong interest in the digital world; keen to follow industry trends and savvy enough to “talk shop” with technical people', 'Deep knowledge of modern recruiting strategies and sourcing across digital platforms like Behance, GitHub, etc.', 'Understanding of the roles of a data scientist, data engineer and architect, machine learning engineer, data analyst and visualization analyst, designer, software engineer, agile coach and similar tech/expert roles is preferred', 'Proactive self-starter with a can-do attitude', 'Worked with an ATS (applicant tracking system) in a high volume and detail-oriented environment', 'High level of entrepreneurship and creativity', 'Excellent communication and senior stakeholder management skills', 'Fluent in English']",Be among the first 25 applicants,Full-time,Human Resources and Management Consulting,Administrative and Human Resources,Entry level
1,06/09/2021 14h,IQVIA,"Lisboa, Lisbon, Portugal",Epidemiologist,2021-08-23,https://linkedin.com/jobs/view/epidemiologist-at-iqvia-2603950035,"['Contribute to the design, execution and reporting of real-world database (RWD) studies', 'Contribute to the writing of study protocols, statistical analysis plans and study reports', 'Provide scientific and methodological expertise to teams and clients on various aspects of study design to address research questions', 'Develop abstracts, manuscripts and/or presentations to conferences for projects', 'Contribute to business development activities and proposal writing', 'Contribute to improving operational efficiencies of workflows, including writing of internal guidance documents (e.g., SOPs and quality management documents)', 'MPH, MSc, PhD or an equivalent degree in epidemiology, public health or a related discipline', 'Experience designing and executing prospective or retrospective database studies', 'Commitment to working collaboratively and effectively with people of other disciplines', 'Excellent time management skills, contributing to multiple projects with competing timelines', 'Strong written and verbal communication skills', 'Fluency in English (spoken and written)', 'Exposure to working with large real-world healthcare databases', 'Excellent communication skills', 'Prior experience working in a consultancy, CRO or healthcare services', 'Publications in peer reviewed journals and/or abstracts in scientific conferences']",Be among the first 25 applicants,Full-time,Pharmaceuticals,"Research, Analyst, and Information Technology",Not Applicable
1,06/09/2021 14h,Revolut,"Lisbon, Lisbon, Portugal",Model Risk Manager - Portugal Remote,2021-08-21,https://linkedin.com/jobs/view/model-risk-manager-portugal-remote-at-revolut-2445701936,"[' Perform technical review of risk and business models. Main focus areas are assessing the conceptual soundness, performance and implementation of a model as well as the compliance with regulation and performing quantitative analyses, independent testing and challenging of models.', ' Writing high quality, detailed validation reports. These include a model risk assessment and recommendations for model improvement.', ' Interacting with model developers, senior management, internal & external audit, regulators etc, in which your report and recommendations will be discussed and challenged.', ' Your model scope is broad and includes: regulatory and economic capital, market, credit and operational risk models such as safeguarding reconciliations, VaR, stress tests, IRRBB, EaR, EvE, models used for Risk Appetite Framework, as well as models used for internal business purposes such as predicting client behaviour and supporting management decisions.', ' Maintaining Model Risk management infrastructure, such as model inventory and validation processes.', ' University degree in a quantitative discipline, e.g. (financial) mathematics, (theoretical) physics, , economics, statistics/econometrics, machine learning, data science/engineering or similar, at least at Master level. A PhD and/or additional qualification (e.g. second Master degree in one of the disciplines above) is desirable.', ' At least 2 years of relevant work experience in a quantitative role in the financial industry (e.g. modeller, model validator, quantitative risk manager, quant developer, quantitative consultant) or in tech companies/start-ups as a data scientist/engineer who is eager to gain experience in finance and risk.', ' Knowledge of financial risk measurement and management methodologies', ' Knowledge of regulatory requirements regarding model risk management and (risk) modelling', ' Knowledge and experience with mathematical finance and statistics/ econometrics', ' Knowledge of financial markets & products', ' Experience with SQL and Python', ' Good communication and influencing skills to a wide range of stakeholders, full business proficiency in English', ' Knowledge and experience in data science and implementation of relevant computational algorithms', ' Knowledge and experience in data/software engineering and of relevant infrastructure.', ' Competitive salary', ' Excellent training and guidance from our team', ' Roll with a free Revolut Metal subscription', ' Private medical care', ' Daily meal allowance']",106 applicants,Full-time,"Information Technology and Services, Computer Software, and Financial Services","General Business, Management, and Business Development",Entry level
1,06/09/2021 14h,Talkdesk,"Lisbon, Lisbon, Portugal",Senior Product Designer - AI,2021-08-19,https://linkedin.com/jobs/view/senior-product-designer-ai-at-talkdesk-2665211121,"['Help and collaborate on UX product vision and strategy definition for AI products - AI unit;', 'Make UX discoveries with other designers and product teams remotely with end-users;', 'Update our personas based on continuous UX research;', 'Co-design with peers and deliver design work that meets user needs, business requirements and technical feasibility;', 'Working with leaders of other functions (e.g. PM, Eng, Marketing, Sales) to ensure that teams are collaborating effectively to act the company strategy;', 'Sketch and prototype ideas to quickly assess their viability and design the fine-grained details of components, interactions, and transitions;', 'Test the prototypes with end-users and refine the designs to improve the user experience;', 'Document the design specifications and UX guidelines of the visual artefacts;', 'Evangelize the importance of design and UX research as part of Talkdesk’s Design System;', 'Be a host and active contributor of design discussions, workshops and in agile ceremonies;', 'Guide our junior and mid designers in processes and sharing knowledge.', '5+ years of experience in similar positions;', 'Comprehensive understanding in applying user-centered design methodologies to tackle complex product problems;', 'Deep knowledge of a broad range of UX research methods and passion to share this knowledge with others;', 'Experience defining, conducting, and analyzing usability sessions with end-users and usability reviews with designers;', 'Comfortable with end-to-end processes—from discovery to execution, lo-fi & hi-fi prototyping skills;', 'Clear and objective communication skills adjusting to PMs, developers, designers, and other team members;', 'Ability to provide constructive and effective feedback to guide and help team members achieve a positive outcome. Walk the talk;', 'Passionate about solving complex design challenges that will improve people’s life.', 'Experience with User Research activities in AI (Artificial Intelligence) space;', 'Experience or interest in SaaS or enterprise applications;', 'Experience developing an enterprise UX Research capability;', 'Ability to co-work independently and from a remote location based in Portugal;', 'Experience working in an agile iterative methodology;', 'Experience in sharing and learning on Pair design and Design critique sessions.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet","Design, Art/Creative, and Information Technology",Associate
1,06/09/2021 14h,ConvaTec,"Lisbon, Lisbon, Portugal",Senior Data Engineer,2021-09-02,https://linkedin.com/jobs/view/senior-data-engineer-at-convatec-2656648270,"['3+ years extensive experience of building big data pipelines with Apache Spark (preferably with PySpark) - real-time and batch processing', '3+ years of running and optimizing Spark data pipelines on either Amazon Web Services (AWS), Microsoft Azure or Google Cloud Platform (GCP).', '3+ years’ experience of interacting with big data and cloud data stores, both SQL and noSQL such as Hive, Presto, Big Query, AWS Athena, AWS Redshift or related big data store systems.', ""3+ years' experience of python."", 'Experience building large scale distributed systems or applications', 'Strong data modeling skills (NoSQL & RDBMS)', 'Strong experience with Unix environments', 'Experience with streaming event systems like Kafka and Kinesis', 'Good knowledge of Design Patterns', 'Experience with Unix Shell scripting', 'Experience with Docker and Kubernetes', 'Experience with Continuous Integration, QA and Stress Testing', 'Experience with configuration management tools like Puppet, Chef, Ansible. and Saltstack', 'Good knowledge of Agile development methodology', 'Create and maintain optimal data pipeline architecture', 'Assemble large, complex data sets that meet functional / non-functional business requirements.', 'Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.', 'Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.', 'Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.']",Be among the first 25 applicants,Full-time,Medical Devices,Information Technology,Associate
1,06/09/2021 14h,Cloudflare,"Lisbon, Lisbon, Portugal",Capacity Planning Program Manager,2021-08-21,https://linkedin.com/jobs/view/capacity-planning-program-manager-at-cloudflare-2632872524,"['Identify bottlenecks and recommend optimizations for service owners to improve capacity utilization of applications', 'Identify and institute new planning verticals', 'Develop simulation models and tools which analyze multi level constraints (data center space and power, budget, lead time constraints)', 'Collaborate with application owners and product managers to understand capacity requirements, software optimization initiatives, and generate short/long term capacity demand forecasts', 'Data Modeling/Business Intelligence', 'Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing capacity planning infrastructure for greater scalability', 'Design, develop and scale user friendly systems, reports and dashboards which support capacity planning', 'Create monitoring and reporting tools for capacity related analysis', 'Build ROI models which help leadership teams prioritize and manage risk across new product initiatives, reliability/efficiency projects and existing applications/features', 'Strong expertise in Microsoft Excel', 'PL/SQL server development experience', 'Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala', 'Degree in Operations Research, Statistics, Applied Mathematics, Computer Science, Engineering, MIS or closely related field', '3+ years relevant work experience as a Capacity Planner, Supply Chain Analyst, Business Analyst, BI Engineer or Data Scientist', 'Demonstrated ability and experience to influence, develop productive working relationships, and lead technical teams and key stakeholders from different business functions', 'A diverse technical acumen--actively contribute to technical discussions, proactively identify challenges and risks, working closely with engineers and product manager on addressing challenges, and form mitigation plans', 'Excellent interpersonal, presentation and communication skills. Effective problem-solving skills', 'Exercise technical judgment to keep goals for programs, projects and products attainable within a given timeline']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Internet, and Computer & Network Security",Information Technology and Engineering,Mid-Senior level
1,06/09/2021 14h,Nokia,"Amadora, Lisbon, Portugal",Procurement Intelligence SAP BW Specialist,2021-07-25,https://linkedin.com/jobs/view/procurement-intelligence-sap-bw-specialist-at-nokia-2689572073,"[' Support procurement reporting tools with focus on SAP BW', 'Take over business ownership of procurement reporting system SPCS on longer term', 'Drive continuous automation of procurement reporting tools and processes', 'Translate procurement requirements into IT change requests and deliverables', 'Lead small team of technical experts', ""Master's degree in Information Technology, Data Science/Analytics or any other relevant"", '5+ years professional experience in Procurement and/or Finance & Control', 'SAP BW and/or SAP Hana skills', 'Good knowhow in handling big data sets efficiently', 'Advanced Excel skills', 'Good Power BI, Power Query skills', 'Data Scientist and Artificial Intelligence skills appreciated', 'Database, SQL knowledge', 'Solid Programming Experience']",Be among the first 25 applicants,Full-time,Information Technology and Services and Telecommunications,Purchasing and Supply Chain,Not Applicable
